ID,Tipo,REF,Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status da taxa","Classe de taxa","Em estoque?",Estoque,"São permitidas encomendas?","Vender individualmente?","Peso (g)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Nota da compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de download","Dias para expirar o download",Pai,"Produtos agrupados","Aumenta vendas","Venda cruzada","URL externa","Texto do botão",Posição,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2","Atributo padrão 2"
23,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,20,,,,,,,,,,,,,0,,,,,,,,,,
24,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,20,,,,,,,,,,,,,1,,,,,,,,,,
41,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,35,,,,,,,,,,,,,0,,,,,,,,,,
42,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,30,35,,,,,,,,,,,,,1,,,,,,,,,,
584,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,,20,,,,,,,,,,,,,0,,,,,,,,,,
585,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,,20,,,,,,,,,,,,,1,,,,,,,,,,
586,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,,35,,,,,,,,,,,,,0,,,,,,,,,,
587,variation,,,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,30,35,,,,,,,,,,,,,1,,,,,,,,,,
588,variable,38128526,"Bermuda de Compressão Activity Unlimit Masculina",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Bermuda Masculina","Corrida, CrossFit, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-3.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-4.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-5.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-compressao-masculino-activity-cinza-unlimit-6.jpg",,,,,,,,,0,Cores,Cinza,1,0,Cinza,Tamanho,"P, M, G",1,0,P
589,variation,38128527,"Bermuda de Compressão Activity Unlimit Masculina - Cinza, P",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,,"129,9000000000",,,,,,,38128526,,,,,,0,Cores,Cinza,,0,,Tamanho,P,,0,
590,variation,38128528,"Bermuda de Compressão Activity Unlimit Masculina - Cinza, M",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"129,9000000000",,,,,,,38128526,,,,,,0,Cores,Cinza,,0,,Tamanho,M,,0,
591,variation,38128529,"Bermuda de Compressão Activity Unlimit Masculina - Cinza, G",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,,"129,9000000000",,,,,,,38128526,,,,,,0,Cores,Cinza,,0,,Tamanho,G,,0,
592,variable,38128489,"Bermuda Fitness Emana Unlimit - Bordô",1,0,visible,,"<h2>Bermuda Fitness Emana Unlimit - Bordô</h2>
Esta <strong>Bermuda Fitness Emana Unlimit - Bordô </strong>tem efeito de compressão médio e é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

A Bermuda Fitness Emana Unlimit tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre este shorts em <a href=""http://blog.unlimit.fit/alerta-de-tendencia-bike-shorts-now-by-kim-kardashian/"">blog.unlimit.fit</a>
Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecido Emana® Santaconstancia.
Tecnologias do tecido:
<ul>
 	<li>ATENÇÃO: Não possui almofada de ciclismo.</li>
 	<li>Anticelulite</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50 contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<em>Bermuda Fitness Emana Unlimit - Bordô com Garantia contra defeitos de fabricação de 30 dias.</em>",,,taxable,,1,,0,0,,,,,1,,,,"Feminino > Anticelulite, Feminino > Bermuda Feminina > Bermuda Fitness, Feminino > Bermuda Feminina > Bermuda para Academia, Moda Fitness, Roupas Fitness, Feminino, Feminino > Bermuda Feminina","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/bermuda-emana-colors-bordo-unlimit1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-emana-colors-bordo-unlimit2.jpg",,,,,38128494,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Bordô,1,0,Bordô
593,variation,38128494,"Bermuda Fitness Emana Unlimit - Rosè - P, Rose",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"69,9000000000",,,,,,,38128493,,,38128489,,,0,Tamanho,P,,0,,Cores,Rose,,0,
594,variation,38128490,"Bermuda Fitness Emana Unlimit - Bordô - P, Bordô",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"79,9000000000",,,,,,,38128489,,,,,,0,Tamanho,P,,0,,Cores,Bordô,,0,
595,variation,38128491,"Bermuda Fitness Emana Unlimit - Bordô - M, Bordô",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"79,9000000000",,,,,,,38128489,,,,,,0,Tamanho,M,,0,,Cores,Bordô,,0,
596,variation,38128492,"Bermuda Fitness Emana Unlimit - Bordô - G, Bordô",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,,"79,9000000000",,,,,,,38128489,,,,,,0,Tamanho,G,,0,,Cores,Bordô,,0,
597,variable,38128493,"Bermuda Fitness Emana Unlimit - Rosè",1,0,visible,,"<h2>Bermuda Fitness Emana Unlimit</h2>
Esta <strong>Bermuda Fitness Emana Unlimit Rosè </strong>tem efeito de compressão médio e é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

O Bermuda Fitness Emana Unlimit tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre este shorts em <a href=""http://blog.unlimit.fit/alerta-de-tendencia-bike-shorts-now-by-kim-kardashian/"">blog.unlimit.fit</a>
Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecido Emana® Santaconstancia.
Tecnologias do tecido:
<ul>
 	<li>ATENÇÃO: Não possui almofada de ciclismo.</li>
 	<li>Anticelulite</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50 contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<em>Bermuda Fitness Emana com Garantia contra defeitos de fabricação de 30 dias.</em>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Feminino > Bermuda Feminina > Bermuda Fitness, Feminino > Bermuda Feminina > Bermuda para Academia, Moda Fitness, Roupas Fitness, Feminino, Feminino > Bermuda Feminina","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/bermuda-emana-colors-rose-unt-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-emana-colors-rose-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-emana-colors-rose-unlimit-3.jpg",,,,,38128491,38128489,,,0,Tamanho,"P, M, G",1,0,P,Cores,Rose,1,0,Rose
598,variation,38128495,"Bermuda Fitness Emana Unlimit - Rosè - M, Rose",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"69,9000000000",,,,,,,38128493,,,38128489,,,0,Tamanho,M,,0,,Cores,Rose,,0,
599,variation,38128496,"Bermuda Fitness Emana Unlimit - Rosè - G, Rose",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,,"69,9000000000",,,,,,,38128493,,,38128489,,,0,Tamanho,G,,0,,Cores,Rose,,0,
600,variable,38128468,"Bermuda Moletom Essentials Unlimit Masculina - Mescla",1,0,visible,,"<h2>Bermuda Moletom Essentials Unlimit Masculina</h2>
Esta <strong>Bermuda Moletom Masculina Mescla </strong>foi criada para homens que adoram o estilo de rua com conforto. Feita de algodão e poliéster, ela proporciona extremo conforto. Na moda, elas voltaram com tudo pra quem gosta de mais conforto e flexibilidade, além de ser super fashion.
<ul>
 	<li>Confortável e Soltinha</li>
 	<li>Corte a fio</li>
 	<li>Cordão de ajuste para cintura</li>
 	<li>Bolsos laterias</li>
 	<li>Faixa lateral preta</li>
 	<li>Fashion e Descolada</li>
 	<li>Use em todos os tipos de treino</li>
 	<li>Corridas, treinos, crossfit, e dia a dia.</li>
 	<li>Composição: 88% algodão - 12% poliéster</li>
</ul>
<strong>Bermuda Essentials Unlimit Masculina</strong> com garantia de fábrica contradefeitos de fabricação.",,,taxable,,backorder,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Bermuda Masculina","CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/bermuda-moletom-masculina-essentials-mescla-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-moletom-masculina-essentials-mescla-unlimit-2.jpg",,,,,,,,,0,Tamanho,"P, M, G, GG",1,0,P,Cores,Cinza,1,0,Cinza
601,variation,38128469,"Bermuda Moletom Essentials Unlimit Masculina - Mescla - P, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128468,,,,,,0,Tamanho,P,,0,,Cores,Cinza,,0,
602,variation,38128470,"Bermuda Moletom Essentials Unlimit Masculina - Mescla - M, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128468,,,,,,0,Tamanho,M,,0,,Cores,Cinza,,0,
603,variation,38128471,"Bermuda Moletom Essentials Unlimit Masculina - Mescla - G, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128468,,,,,,0,Tamanho,G,,0,,Cores,Cinza,,0,
604,variation,38128472,"Bermuda Moletom Essentials Unlimit Masculina - Mescla - GG, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128468,,,,,,0,Tamanho,GG,,0,,Cores,Cinza,,0,
605,variable,38128463,"Bermuda Moletom Essentials Unlimit Masculina - Preto",1,0,visible,,"<h2>Bermuda Moletom Essentials Unlimit Masculina</h2>
Esta <strong>Bermuda Moletom Masculina Mescla </strong>foi criada para homens que adoram o estilo de rua com conforto. Feita de algodão e poliéster, ela proporciona extremo conforto. Na moda, elas voltaram com tudo pra quem gosta de mais conforto e flexibilidade, além de ser super fashion.
<ul>
 	<li>Confortável e Soltinha</li>
 	<li>Corte a fio</li>
 	<li>Cordão de ajuste para cintura</li>
 	<li>Bolsos laterias</li>
 	<li>Faixa lateral preta</li>
 	<li>Fashion e Descolada</li>
 	<li>Use em todos os tipos de treino</li>
 	<li>Corridas, treinos, crossfit, e dia a dia.</li>
 	<li>Composição: 88% algodão - 12% poliéster</li>
</ul>
<strong>Bermuda Essentials Unlimit Masculina</strong> com garantia de fábrica contradefeitos de fabricação.",,,taxable,,backorder,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Bermuda Masculina","CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/bermuda-moletom-masculina-essentials-preta-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-moletom-masculina-essentials-preta-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/bermuda-moletom-masculina-essentials-preta-unlimit-3.jpg",,,,,,,,,0,Cores,Preto,1,0,Preto,Tamanho,"P, M, G, GG",1,0,P
606,variation,38128464,"Bermuda Moletom Essentials Unlimit Masculina - Preto - Preto, P",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128463,,,,,,0,Cores,Preto,,0,,Tamanho,P,,0,
607,variation,38128465,"Bermuda Moletom Essentials Unlimit Masculina - Preto - Preto, M",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128463,,,,,,0,Cores,Preto,,0,,Tamanho,M,,0,
608,variation,38128466,"Bermuda Moletom Essentials Unlimit Masculina - Preto - Preto, G",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128463,,,,,,0,Cores,Preto,,0,,Tamanho,G,,0,
609,variation,38128467,"Bermuda Moletom Essentials Unlimit Masculina - Preto - Preto, GG",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128463,,,,,,0,Cores,Preto,,0,,Tamanho,GG,,0,
610,variable,38128351,"Boné Aba Reta Floral Unlimit",1,0,visible,,"<h2 class=""MsoNormal"">Boné Aba Reta Floral Unlimit</h2>
<p class=""MsoNormal"">Boné aba reta Floral Unlimit foi feito para pessoas estilosas que gostam de estar na moda sempre.</p>

<ul>
 	<li class=""MsoNormal"">Fechamento traseiro em elástico, aba reta, bordado.</li>
 	<li class=""MsoNormal"">Tecido de alta qualidade Dry (secagem rápida).</li>
 	<li class=""MsoNormal"">Tamanho único com elástico M</li>
</ul>
<p class=""MsoNormal"">Composição: 97% Poliester 3% Elastano</p>
<p class=""MsoNormal"">Boné aba reta Floral Unlimit com garantia contra defeitos de fábrica por 30 dias.</p>
<!-- [if gte mso 9]&gt; 96 &lt;![endif]--><!-- [if gte mso 9]&gt; Normal 0 21 false false false PT-BR X-NONE X-NONE &lt;![endif]--><!-- [if gte mso 9]&gt; &lt;![endif]--><!-- [if gte mso 10]&gt; /* Style Definitions */table.MsoNormalTable {mso-style-name:""Tabela normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0cm 5.4pt 0cm 5.4pt; mso-para-margin:0cm; mso-para-margin-bottom:.0001pt; mso-pagination:widow-orphan; font-size:12.0pt; font-family:""Calibri"",sans-serif; mso-ascii-font-family:Calibri; mso-ascii-theme-font:minor-latin; mso-hansi-font-family:Calibri; mso-hansi-theme-font:minor-latin; mso-fareast-language:EN-US;}&lt;![endif]--><!--StartFragment--><!--EndFragment-->
<p class=""MsoNormal""></p>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Feminino, Feminino > Boné Feminino, Masculino, Masculino > Boné","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/BEND4547.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4552.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4544.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4550.jpg",,,,,,,,,0,Tamanho,M,1,0,M,Cores,Preto,1,0,Preto
611,variation,38128352,"Boné Aba Reta Floral Unlimit - M, Preto",1,0,visible,,,,,taxable,,1,29,0,0,,,,,0,,,"59,9000000000",,,,,,,38128351,,,,,,0,Tamanho,M,,0,,Cores,Preto,,0,
612,variable,38128120,"Legging Preta Feminina Activity Unlimit",1,0,visible,"Calça Legging Feminina de Poliamida com Lycra.
Esta leg feminina é de alta compressão e tem cós alto.
Legging com Bolso lateral para celular","<h2 style=""margin: 0px 0px 1em; line-height: 1.4; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif;"">Legging Preta Feminina Activity Unlimit</h2>
Calça Legging Feminina de Poliamida com Lycra.
Esta leg feminina é de alta compressão e tem cós alto.
Legging com Bolso lateral para celular

Esta <strong>Legging Preta Feminina Activity Unlimit</strong> foi desenvolvida para pessoas que gostam de performance. Desenvolvida para dar maior mobilidade e flexibilidade ao seus treinos, esta calça te mantém seca, protegida do sol e possui sistema de alta compressão para acelerar a recuperação dos músculos, diminui as dores pós treino e aumenta sua performance.
<ul>
 	<li><b>Tecnologias do tecido:</b>
<ul>
 	<li>Bolso lateral para smartphone plus</li>
 	<li>Acelera a recuperação do músculo e aumenta a performance</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Efeito compressivo alto com flexibilidade e conforto</li>
 	<li>Efeito térmico que areja a pele e confere maior sensação de frescor</li>
 	<li>Proteção UV50 contra radiação solar</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição:  70% Poliamida 30% Elastano</li>
</ul>
</li>
</ul>
<b><i>Feita para usar nas seguintes modalidades ou treinos:</i></b>
<ul>
 	<li>No seu dia a dia</li>
 	<li>Triatlon</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Maratonas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li><a href=""http://blog.unlimit.fit/o-que-e-crossfit-e-por-que-todo-mundo-esta-fazendo-isso/"">Crossfit</a></li>
 	<li><a href=""http://blog.unlimit.fit/o-que-e-treino-hiit-e-como-ele-pode-transformar-o-seu-corpo/"">Treino HIIT</a></li>
</ul>
<strong>Legging Preta Feminina Activity Unlimit</strong> com garantia contra defeitos de fábrica por 30 dias.",,,taxable,,1,,0,0,350,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino, Feminino > Legging, Feminino > Legging > Legging Feminina, Feminino > Legging > Legging Feminina > Legging Preta, sale","Corrida, CrossFit",,"https://unlimit.fit/wp-content/uploads/2018/02/Legging_Activity-preto.jpg, https://unlimit.fit/wp-content/uploads/2018/02/Legging_Activity-preto2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/Legging_Activity-preto3.jpg",,,,,,,,,0,Tamanho,"G, P, M",1,0,G,Cores,Preto,1,0,Preto
613,variation,38128262,"Legging Preta Feminina Activity Unlimit - G, Preto",1,0,visible,,,,,taxable,,1,7,0,0,,,,,0,,"89,90","129,0000000000",,,,,,,38128120,,,,,,0,Tamanho,G,,0,,Cores,Preto,,0,
625,variation,38128263,"Legging Preta Feminina Activity Unlimit - P, Preto",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"89,90","129,0000000000",,,,,,,38128120,,,,,,0,Tamanho,P,,0,,Cores,Preto,,0,
626,variation,38128264,"Legging Preta Feminina Activity Unlimit - M, Preto",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,"89,90","129,0000000000",,,,,,,38128120,,,,,,0,Tamanho,M,,0,,Cores,Preto,,0,
627,variable,38128513,"Legging Feminina Activity Unlimit - Bordô",1,1,visible,"Calça Legging Feminina de Poliamida com Lycra.
Esta leg feminina é de alta compressão e tem cós alto.
Legging com Bolso lateral para celular.","<h2 style=""margin: 0px 0px 1em; line-height: 1.4; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif;"">Legging Feminina Activity Unlimit</h2>
Calça Legging Feminina de Poliamida com Lycra.
Esta leg feminina é de alta compressão e tem cós alto.
Legging com Bolso lateral para celular

Esta <strong>Legging Feminina Activity Unlimit</strong> foi desenvolvida para pessoas que gostam de performance. Desenvolvida para dar maior mobilidade e flexibilidade ao seus treinos, esta calça te mantém seca, protegida do sol e possui sistema de alta compressão para acelerar a recuperação dos músculos, diminui as dores pós treino e aumenta sua performance.
<ul>
 	<li><b>Tecnologias do tecido:</b>
<ul>
 	<li>Bolso lateral para smartphone plus</li>
 	<li>Acelera a recuperação do músculo e aumenta a performance</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Efeito compressivo alto com flexibilidade e conforto</li>
 	<li>Efeito térmico que areja a pele e confere maior sensação de frescor</li>
 	<li>Proteção UV50 contra radiação solar</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição:  70% Poliamida 30% Elastano</li>
</ul>
</li>
</ul>
<b><i>Feita para usar nas seguintes modalidades ou treinos:</i></b>
<ul>
 	<li>No seu dia a dia</li>
 	<li>Triatlon</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Maratonas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li><a href=""http://blog.unlimit.fit/o-que-e-crossfit-e-por-que-todo-mundo-esta-fazendo-isso/"">Crossfit</a></li>
 	<li><a href=""http://blog.unlimit.fit/o-que-e-treino-hiit-e-como-ele-pode-transformar-o-seu-corpo/"">Treino HIIT</a></li>
</ul>
Legging Feminina Activity Unlimit com garantia contra defeitos de fábrica por 30 dias.",,,taxable,,1,,0,0,350,16,26,7,1,,,,"Feminino > Legging > Legging Feminina > Legging Academia, Moda Fitness, Roupas Fitness, Feminino, Feminino > Legging, Feminino > Legging > Legging Feminina, sale","Corrida, CrossFit",,"https://unlimit.fit/wp-content/uploads/2018/02/calca-legging-feminina-activity-bordo-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/calca-legging-feminina-activity-bordo-unlimit-3.jpg, https://unlimit.fit/wp-content/uploads/2018/02/calca-legging-feminina-activity-bordo-unlimit-2.jpg",,,,,,,,,0,Tamanho,"G, P, M",1,0,G,Cores,Vinho,1,0,Vinho
628,variation,38128514,"Legging Feminina Activity Unlimit - Bordô - G, Vinho",1,0,visible,,,,,taxable,,1,5,0,0,350,26,16,7,0,,"59,90","129,0000000000",,,,,,,38128513,,,,,,1,Tamanho,G,,0,,Cores,Vinho,,0,
629,variation,38128515,"Legging Feminina Activity Unlimit - Bordô - P, Vinho",1,0,visible,,,,,taxable,,1,5,0,0,350,26,16,7,0,,"59,90","129,0000000000",,,,,,,38128513,,,,,,0,Tamanho,P,,0,,Cores,Vinho,,0,
630,variation,38128516,"Legging Feminina Activity Unlimit - Bordô - M, Vinho",1,0,visible,,,,,taxable,,1,2,0,0,350,26,16,7,0,,"59,90","129,0000000000",,,,,,,38128513,,,,,,0,Tamanho,M,,0,,Cores,Vinho,,0,
631,variable,38128473,"Calça Moletom Essentials Unlimit Feminina - Mescla",1,0,visible,,"<h2>Calça Moletom Essentials Unlimit Feminina</h2>
Esta <strong>Calça Moletom Essenciais Unlimit Mescla</strong> é feita com moletom dois cabos e é perfeita para quem não abre mão do conforto do algodão. Ela te dá mobilidade e tem uma pegada de rua que é tendência. Esta calça é feita para pessoas descoladas que procuram conforto em seus exercícios e aquele toque do moletom.

Características:
<ul>
 	<li>Feito em algodão   poliéster</li>
 	<li>Parte de baixo com punho elástico</li>
 	<li>Cós com ribanna e elástico</li>
 	<li>Confortável e soltinho</li>
 	<li>Bolsos laterais</li>
 	<li>Cordão de ajuste de cintura</li>
</ul>
Composição: 88% algodão - 12% poliéster

Calça de Moletom Unlimit com garantia contra defeitos de fábrica de 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino, Feminino > Calça Feminina","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/calça-moletom-feminina-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/calça-moletom-feminina-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/calça-moletom-feminina-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Cinza,1,0,Cinza
632,variation,38128474,"Calça Moletom Essentials Unlimit Feminina - Mescla - P, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128473,,,,,,0,Tamanho,P,,0,,Cores,Cinza,,0,
633,variation,38128475,"Calça Moletom Essentials Unlimit Feminina - Mescla - M, Cinza",1,0,visible,,,,,taxable,,1,2,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128473,,,,,,0,Tamanho,M,,0,,Cores,Cinza,,0,
634,variation,38128476,"Calça Moletom Essentials Unlimit Feminina - Mescla - G, Cinza",1,0,visible,,,,,taxable,,backorder,0,notify,0,,,,,0,,,"99,9000000000",,,,,,,38128473,,,,,,0,Tamanho,G,,0,,Cores,Cinza,,0,
